Customer_ID,Product_ID,Order_Number,Order_Date,N_Items,List_Price,Description,Country_Code,Country,Gender,Birthday,Colour,Category,Inventory,Category,Pattern
2900003,201020209,95,17/06/2019,3,29.99,Contemporary and Clean Shoes Black Floral,840,USA,0,13/05/1996,BLACK,SHOES,34,CONTEMPORARY AND CLEAN,FLORAL
2900003,208010310,53,18/06/2019,2,39.99,Athletic Hats Brown Animal print,840,USA,0,13/05/1996,BROWN,HATS,2,ATHLETIC,ANIMAL PRINT
2900003,204050805,65,19/06/2019,3,169.99,Dress to Impress Jackets Pink Plaid,840,USA,0,13/05/1996,PINK,JACKETS,68,DRESS TO IMPRESS,PLAID
2900003,201040509,37,20/06/2019,2,69.99,Contemporary and Clean Pants Green Floral,840,USA,0,13/05/1996,GREEN,PANTS,35,CONTEMPORARY AND CLEAN,FLORAL
2900003,103050106,12,21/06/2019,3,119.99,Relaxed and Casual Jackets White Paisley,840,USA,0,13/05/1996,WHITE,JACKETS,87,RELAXED AND CASUAL,PAISLEY
3000005,103030504,83,22/06/2019,3,79.99,Relaxed and Casual Shirts Green Check,840,USA,0,07/02/1997,GREEN,SHIRTS,97,RELAXED AND CASUAL,CHECK
3000005,203060502,83,23/06/2019,3,99.99,Relaxed and Casual sweaters Green Striped,840,USA,0,07/02/1997,GREEN,SWEATERS,65,RELAXED AND CASUAL,STRIPED
3000005,103020503,83,24/06/2019,3,39.99,Relaxed and Casual Shoes Green Geometric,840,USA,0,07/02/1997,GREEN,SHOES,64,RELAXED AND CASUAL,GEOMETRIC
3200007,103020903,46,25/06/2019,3,29.99,Relaxed and Casual Shoes Yellow Geometric,124,Canada,0,30/07/1982,YELLOW,SHOES,20,RELAXED AND CASUAL,GEOMETRIC
3200007,110020208,81,26/06/2019,2,59.99,Runway Inspired Shoes Black Polka Dots,124,Canada,0,30/07/1982,BLACK,SHOES,77,RUNWAY INSPIRED,POLKA DOTS
3200007,201030905,25,27/06/2019,4,49.99,Contemporary and Clean Shirts Yellow Plaid,124,Canada,0,30/07/1982,YELLOW,SHIRTS,59,CONTEMPORARY AND CLEAN,PLAID
3200007,102030609,8,28/06/2019,7,79.99,Utility and Basics Shirts Purple Floral,124,Canada,0,30/07/1982,PURPLE,SHIRTS,24,UTILITY AND BASICS,FLORAL
3200007,104040706,8,29/06/2019,7,179.99,Dress to Impress Pants Red Paisley,124,Canada,0,30/07/1982,RED,PANTS,29,DRESS TO IMPRESS,PAISLEY
3200007,104010509,81,30/06/2019,2,69.99,Dress to Impress Hats Green Floral,124,Canada,0,30/07/1982,GREEN,HATS,10,DRESS TO IMPRESS,FLORAL
3200007,204010508,8,01/07/2019,7,59.99,Dress to Impress Hats Green Polka Dots,124,Canada,0,30/07/1982,GREEN,HATS,77,DRESS TO IMPRESS,POLKA DOTS
3200007,102010609,8,02/07/2019,7,19.99,Utility and Basics Hats Purple Floral,124,Canada,0,30/07/1982,PURPLE,HATS,74,UTILITY AND BASICS,FLORAL
3200007,104030705,25,03/07/2019,4,109.99,Dress to Impress Shirts Red Plaid,124,Canada,0,30/07/1982,RED,SHIRTS,9,DRESS TO IMPRESS,PLAID
3200007,201050905,46,04/07/2019,3,129.99,Contemporary and Clean Jackets Yellow Plaid,124,Canada,0,30/07/1982,YELLOW,JACKETS,75,CONTEMPORARY AND CLEAN,PLAID
3200007,103060904,46,05/07/2019,3,109.99,Relaxed and Casual sweaters Yellow Check,124,Canada,0,30/07/1982,YELLOW,SWEATERS,34,RELAXED AND CASUAL,CHECK
3200007,202060903,25,06/07/2019,4,109.99,Utility and Basics sweaters Yellow Geometric,124,Canada,0,30/07/1982,YELLOW,SWEATERS,23,UTILITY AND BASICS,GEOMETRIC
3200007,104050905,25,07/07/2019,4,149.99,Dress to Impress Jackets Yellow Plaid,124,Canada,0,30/07/1982,YELLOW,JACKETS,64,DRESS TO IMPRESS,PLAID
3200007,103060807,8,08/07/2019,7,49.99,Relaxed and Casual sweaters Pink Houndstooth,124,Canada,0,30/07/1982,PINK,SWEATERS,38,RELAXED AND CASUAL,HOUNDSTOOTH
3200007,102010503,74,09/07/2019,2,9.99,Utility and Basics Hats Green Geometric,124,Canada,0,30/07/1982,GREEN,HATS,56,UTILITY AND BASICS,GEOMETRIC
3200007,303060701,74,10/07/2019,2,39.99,Relaxed and Casual sweaters Red Plain,124,Canada,0,30/07/1982,RED,SWEATERS,17,RELAXED AND CASUAL,PLAIN
3200007,103020607,8,11/07/2019,7,49.99,Relaxed and Casual Shoes Purple Houndstooth,124,Canada,0,30/07/1982,PURPLE,SHOES,27,RELAXED AND CASUAL,HOUNDSTOOTH
3200007,201040709,8,12/07/2019,7,49.99,Contemporary and Clean Pants Red Floral,124,Canada,0,30/07/1982,RED,PANTS,29,CONTEMPORARY AND CLEAN,FLORAL
3300012,203040206,63,13/07/2019,2,119.99,Relaxed and Casual Pants Black Paisley,840,USA,0,11/01/2004,BLACK,PANTS,97,RELAXED AND CASUAL,PAISLEY
3300012,203030309,69,14/07/2019,4,9.99,Relaxed and Casual Shirts Brown Floral,840,USA,0,11/01/2004,BROWN,SHIRTS,96,RELAXED AND CASUAL,FLORAL
3300012,103060106,63,15/07/2019,2,149.99,Relaxed and Casual sweaters White Paisley,840,USA,0,11/01/2004,WHITE,SWEATERS,68,RELAXED AND CASUAL,PAISLEY
3300012,103060408,69,16/07/2019,4,29.99,Relaxed and Casual sweaters Blue Polka Dots,840,USA,0,11/01/2004,BLUE,SWEATERS,69,RELAXED AND CASUAL,POLKA DOTS
3300012,201040307,69,17/07/2019,4,69.99,Contemporary and Clean Pants Brown Houndstooth,840,USA,0,11/01/2004,BROWN,PANTS,67,CONTEMPORARY AND CLEAN,HOUNDSTOOTH
3300012,103020410,69,18/07/2019,4,49.99,Relaxed and Casual Shoes Blue Animal print,840,USA,0,11/01/2004,BLUE,SHOES,98,RELAXED AND CASUAL,ANIMAL PRINT
3500006,104050601,29,19/07/2019,4,129.99,Dress to Impress Jackets Purple Plain,124,Canada,0,18/09/2001,PURPLE,JACKETS,26,DRESS TO IMPRESS,PLAIN
3500006,106010604,73,20/07/2019,4,29.99,Funky and Bold Hats Purple Check,124,Canada,0,18/09/2001,PURPLE,HATS,61,FUNKY AND BOLD,CHECK
3500006,110020606,32,21/07/2019,6,49.99,Runway Inspired Shoes Purple Paisley,124,Canada,0,18/09/2001,PURPLE,SHOES,74,RUNWAY INSPIRED,PAISLEY
3500006,202020503,10,22/07/2019,7,9.99,Utility and Basics Shoes Green Geometric,124,Canada,0,18/09/2001,GREEN,SHOES,98,UTILITY AND BASICS,GEOMETRIC
3500006,110020605,10,23/07/2019,7,59.99,Runway Inspired Shoes Purple Plaid,124,Canada,0,18/09/2001,PURPLE,SHOES,12,RUNWAY INSPIRED,PLAID
3500006,104010605,10,24/07/2019,7,39.99,Dress to Impress Hats Purple Plaid,124,Canada,0,18/09/2001,PURPLE,HATS,59,DRESS TO IMPRESS,PLAID
3500006,203030401,78,25/07/2019,3,19.99,Relaxed and Casual Shirts Blue Plain,124,Canada,0,18/09/2001,BLUE,SHIRTS,43,RELAXED AND CASUAL,PLAIN
3500006,110020505,32,26/07/2019,6,59.99,Runway Inspired Shoes Green Plaid,124,Canada,0,18/09/2001,GREEN,SHOES,42,RUNWAY INSPIRED,PLAID
3500006,204050706,32,27/07/2019,6,89.99,Dress to Impress Jackets Red Paisley,124,Canada,0,18/09/2001,RED,JACKETS,45,DRESS TO IMPRESS,PAISLEY
3500006,102030401,89,28/07/2019,8,69.99,Utility and Basics Shirts Blue Plain,124,Canada,0,18/09/2001,BLUE,SHIRTS,17,UTILITY AND BASICS,PLAIN
3500006,104040402,29,29/07/2019,4,129.99,Dress to Impress Pants Blue Striped,124,Canada,0,18/09/2001,BLUE,PANTS,3,DRESS TO IMPRESS,STRIPED
3500006,105060504,73,30/07/2019,4,89.99,Hispter Trend sweaters Green Check,124,Canada,0,18/09/2001,GREEN,SWEATERS,48,HISPTER TREND,CHECK
3500006,104050504,32,31/07/2019,6,179.99,Dress to Impress Jackets Green Check,124,Canada,0,18/09/2001,GREEN,JACKETS,80,DRESS TO IMPRESS,CHECK
3500006,201010605,41,01/08/2019,1,9.99,Contemporary and Clean Hats Purple Plaid,124,Canada,0,18/09/2001,PURPLE,HATS,18,CONTEMPORARY AND CLEAN,PLAID
3500006,103040401,78,02/08/2019,3,89.99,Relaxed and Casual Pants Blue Plain,124,Canada,0,18/09/2001,BLUE,PANTS,15,RELAXED AND CASUAL,PLAIN
3500006,103020310,89,03/08/2019,8,39.99,Relaxed and Casual Shoes Brown Animal print,124,Canada,0,18/09/2001,BROWN,SHOES,48,RELAXED AND CASUAL,ANIMAL PRINT
3500006,104030301,29,04/08/2019,4,129.99,Dress to Impress Shirts Brown Plain,124,Canada,0,18/09/2001,BROWN,SHIRTS,12,DRESS TO IMPRESS,PLAIN
3500006,103020408,89,05/08/2019,8,49.99,Relaxed and Casual Shoes Blue Polka Dots,124,Canada,0,18/09/2001,BLUE,SHOES,77,RELAXED AND CASUAL,POLKA DOTS
3500006,109060605,10,06/08/2019,7,79.99,Romantic and Bohemian sweaters Purple Plaid,124,Canada,0,18/09/2001,PURPLE,SWEATERS,85,ROMANTIC AND BOHEMIAN,PLAID
3500006,101020210,89,07/08/2019,8,29.99,Contemporary and Clean Shoes Black Animal print,124,Canada,0,18/09/2001,BLACK,SHOES,12,CONTEMPORARY AND CLEAN,ANIMAL PRINT
3500006,101030410,89,08/08/2019,8,89.99,Contemporary and Clean Shirts Blue Animal print,124,Canada,0,18/09/2001,BLUE,SHIRTS,36,CONTEMPORARY AND CLEAN,ANIMAL PRINT
3500006,110030403,32,09/08/2019,6,59.99,Runway Inspired Shirts Blue Geometric,124,Canada,0,18/09/2001,BLUE,SHIRTS,68,RUNWAY INSPIRED,GEOMETRIC
3500006,204060210,89,10/08/2019,8,139.99,Dress to Impress sweaters Black Animal print,124,Canada,0,18/09/2001,BLACK,SWEATERS,87,DRESS TO IMPRESS,ANIMAL PRINT
3500006,104050402,78,11/08/2019,3,129.99,Dress to Impress Jackets Blue Striped,124,Canada,0,18/09/2001,BLUE,JACKETS,94,DRESS TO IMPRESS,STRIPED
3500006,107040505,73,12/08/2019,4,109.99,Party Pieces Pants Green Plaid,124,Canada,0,18/09/2001,GREEN,PANTS,18,PARTY PIECES,PLAID
3500006,110050806,10,13/08/2019,7,159.99,Runway Inspired Jackets Pink Paisley,124,Canada,0,18/09/2001,PINK,JACKETS,0,RUNWAY INSPIRED,PAISLEY
3500006,102060501,29,14/08/2019,4,149.99,Utility and Basics sweaters Green Plain,124,Canada,0,18/09/2001,GREEN,SWEATERS,4,UTILITY AND BASICS,PLAIN
3500006,110050903,10,15/08/2019,7,69.99,Runway Inspired Jackets Yellow Geometric,124,Canada,0,18/09/2001,YELLOW,JACKETS,38,RUNWAY INSPIRED,GEOMETRIC
3500006,110040806,10,16/08/2019,7,109.99,Runway Inspired Pants Pink Paisley,124,Canada,0,18/09/2001,PINK,PANTS,91,RUNWAY INSPIRED,PAISLEY
3500006,102020407,89,17/08/2019,8,19.99,Utility and Basics Shoes Blue Houndstooth,124,Canada,0,18/09/2001,BLUE,SHOES,4,UTILITY AND BASICS,HOUNDSTOOTH
3500006,204060209,89,18/08/2019,8,169.99,Dress to Impress sweaters Black Floral,124,Canada,0,18/09/2001,BLACK,SWEATERS,9,DRESS TO IMPRESS,FLORAL
3500006,204020606,32,19/08/2019,6,79.99,Dress to Impress Shoes Purple Paisley,124,Canada,0,18/09/2001,PURPLE,SHOES,6,DRESS TO IMPRESS,PAISLEY
3500006,108050503,73,20/08/2019,4,59.99,Athletic Jackets Green Geometric,124,Canada,0,18/09/2001,GREEN,JACKETS,33,ATHLETIC,GEOMETRIC
3500018,204040103,96,21/08/2019,3,119.99,Dress to Impress Pants White Geometric,840,USA,0,05/09/1988,WHITE,PANTS,5,DRESS TO IMPRESS,GEOMETRIC
3500018,109030805,70,22/08/2019,4,109.99,Romantic and Bohemian Shirts Pink Plaid,840,USA,0,05/09/1988,PINK,SHIRTS,82,ROMANTIC AND BOHEMIAN,PLAID
3500018,203030603,34,23/08/2019,5,39.99,Relaxed and Casual Shirts Purple Geometric,840,USA,0,05/09/1988,PURPLE,SHIRTS,30,RELAXED AND CASUAL,GEOMETRIC
3500018,101040604,34,24/08/2019,5,109.99,Contemporary and Clean Pants Purple Check,840,USA,0,05/09/1988,PURPLE,PANTS,15,CONTEMPORARY AND CLEAN,CHECK
3500018,104040806,70,25/08/2019,4,59.99,Dress to Impress Pants Pink Paisley,840,USA,0,05/09/1988,PINK,PANTS,86,DRESS TO IMPRESS,PAISLEY
3500018,109021006,70,26/08/2019,4,39.99,Romantic and Bohemian Shoes Orange Paisley,840,USA,0,05/09/1988,ORANGE,SHOES,64,ROMANTIC AND BOHEMIAN,PAISLEY
3500018,104021006,70,27/08/2019,4,49.99,Dress to Impress Shoes Orange Paisley,840,USA,0,05/09/1988,ORANGE,SHOES,81,DRESS TO IMPRESS,PAISLEY
3500018,110020104,96,28/08/2019,3,79.99,Runway Inspired Shoes White Check,840,USA,0,05/09/1988,WHITE,SHOES,28,RUNWAY INSPIRED,CHECK
3500018,103030404,27,29/08/2019,6,29.99,Relaxed and Casual Shirts Blue Check,840,USA,0,05/09/1988,BLUE,SHIRTS,95,RELAXED AND CASUAL,CHECK
3500018,101010702,34,30/08/2019,5,29.99,Contemporary and Clean Hats Red Striped,840,USA,0,05/09/1988,RED,HATS,56,CONTEMPORARY AND CLEAN,STRIPED
3500018,210040907,13,31/08/2019,3,179.99,Runway Inspired Pants Yellow Houndstooth,840,USA,0,05/09/1988,YELLOW,PANTS,11,RUNWAY INSPIRED,HOUNDSTOOTH
3500018,103060404,27,01/09/2019,6,39.99,Relaxed and Casual sweaters Blue Check,840,USA,0,05/09/1988,BLUE,SWEATERS,27,RELAXED AND CASUAL,CHECK
3500018,210010907,13,02/09/2019,3,39.99,Runway Inspired Hats Yellow Houndstooth,840,USA,0,05/09/1988,YELLOW,HATS,0,RUNWAY INSPIRED,HOUNDSTOOTH
3500018,110050104,96,03/09/2019,3,69.99,Runway Inspired Jackets White Check,840,USA,0,05/09/1988,WHITE,JACKETS,38,RUNWAY INSPIRED,CHECK
3500018,101060407,27,04/09/2019,6,69.99,Contemporary and Clean sweaters Blue Houndstooth,840,USA,0,05/09/1988,BLUE,SWEATERS,69,CONTEMPORARY AND CLEAN,HOUNDSTOOTH
3500018,103010706,27,05/09/2019,6,9.99,Relaxed and Casual Hats Red Paisley,840,USA,0,05/09/1988,RED,HATS,49,RELAXED AND CASUAL,PAISLEY
3500018,201020704,34,06/09/2019,5,29.99,Contemporary and Clean Shoes Red Check,840,USA,0,05/09/1988,RED,SHOES,28,CONTEMPORARY AND CLEAN,CHECK
3500018,103040606,27,07/09/2019,6,89.99,Relaxed and Casual Pants Purple Paisley,840,USA,0,05/09/1988,PURPLE,PANTS,55,RELAXED AND CASUAL,PAISLEY
3500018,101060403,34,08/09/2019,5,99.99,Contemporary and Clean sweaters Blue Geometric,840,USA,0,05/09/1988,BLUE,SWEATERS,30,CONTEMPORARY AND CLEAN,GEOMETRIC
3500018,104010106,13,09/09/2019,3,49.99,Dress to Impress Hats White Paisley,840,USA,0,05/09/1988,WHITE,HATS,61,DRESS TO IMPRESS,PAISLEY
3500018,203060504,27,10/09/2019,6,39.99,Relaxed and Casual sweaters Green Check,840,USA,0,05/09/1988,GREEN,SWEATERS,76,RELAXED AND CASUAL,CHECK
3700011,104040704,77,11/09/2019,4,69.99,Dress to Impress Pants Red Check,840,USA,0,25/12/1993,RED,PANTS,17,DRESS TO IMPRESS,CHECK
3700011,304030201,64,12/09/2019,3,59.99,Dress to Impress Shirts Black Plain,840,USA,0,25/12/1993,BLACK,SHIRTS,41,DRESS TO IMPRESS,PLAIN
3700011,101010805,77,13/09/2019,4,39.99,Contemporary and Clean Hats Pink Plaid,840,USA,0,25/12/1993,PINK,HATS,94,CONTEMPORARY AND CLEAN,PLAID
3700011,203060704,77,14/09/2019,4,129.99,Relaxed and Casual sweaters Red Check,840,USA,0,25/12/1993,RED,SWEATERS,2,RELAXED AND CASUAL,CHECK
3700011,202020110,64,15/09/2019,3,29.99,Utility and Basics Shoes White Animal print,840,USA,0,25/12/1993,WHITE,SHOES,39,UTILITY AND BASICS,ANIMAL PRINT
3700011,103040106,15,16/09/2019,3,89.99,Relaxed and Casual Pants White Paisley,840,USA,0,25/12/1993,WHITE,PANTS,58,RELAXED AND CASUAL,PAISLEY
3700011,102020206,15,17/09/2019,3,9.99,Utility and Basics Shoes Black Paisley,840,USA,0,25/12/1993,BLACK,SHOES,92,UTILITY AND BASICS,PAISLEY
3700011,103030701,7,18/09/2019,1,69.99,Relaxed and Casual Shirts Red Plain,840,USA,0,25/12/1993,RED,SHIRTS,20,RELAXED AND CASUAL,PLAIN
3700011,104050704,77,19/09/2019,4,139.99,Dress to Impress Jackets Red Check,840,USA,0,25/12/1993,RED,JACKETS,42,DRESS TO IMPRESS,CHECK
3700011,103060210,64,20/09/2019,3,49.99,Relaxed and Casual sweaters Black Animal print,840,USA,0,25/12/1993,BLACK,SWEATERS,39,RELAXED AND CASUAL,ANIMAL PRINT
3700011,103050206,15,21/09/2019,3,119.99,Relaxed and Casual Jackets Black Paisley,840,USA,0,25/12/1993,BLACK,JACKETS,59,RELAXED AND CASUAL,PAISLEY
5210019,103010606,57,22/09/2019,7,19.99,Relaxed and Casual Hats Purple Paisley,840,USA,1,02/03/1979,PURPLE,HATS,87,RELAXED AND CASUAL,PAISLEY
5210019,103021005,57,23/09/2019,7,49.99,Relaxed and Casual Shoes Orange Plaid,840,USA,1,02/03/1979,ORANGE,SHOES,23,RELAXED AND CASUAL,PLAID
5210019,103040103,94,24/09/2019,6,59.99,Relaxed and Casual Pants White Geometric,840,USA,1,02/03/1979,WHITE,PANTS,72,RELAXED AND CASUAL,GEOMETRIC
5210019,103060105,94,25/09/2019,6,69.99,Relaxed and Casual sweaters White Plaid,840,USA,1,02/03/1979,WHITE,SWEATERS,30,RELAXED AND CASUAL,PLAID
5210019,210051005,88,26/09/2019,2,59.99,Runway Inspired Jackets Orange Plaid,840,USA,1,02/03/1979,ORANGE,JACKETS,29,RUNWAY INSPIRED,PLAID
5210019,103010704,57,27/09/2019,7,19.99,Relaxed and Casual Hats Red Check,840,USA,1,02/03/1979,RED,HATS,45,RELAXED AND CASUAL,CHECK
5210019,101050806,57,28/09/2019,7,59.99,Contemporary and Clean Jackets Pink Paisley,840,USA,1,02/03/1979,PINK,JACKETS,77,CONTEMPORARY AND CLEAN,PAISLEY
5210019,103020805,57,29/09/2019,7,19.99,Relaxed and Casual Shoes Pink Plaid,840,USA,1,02/03/1979,PINK,SHOES,31,RELAXED AND CASUAL,PLAID
5210019,104060203,94,30/09/2019,6,59.99,Dress to Impress sweaters Black Geometric,840,USA,1,02/03/1979,BLACK,SWEATERS,97,DRESS TO IMPRESS,GEOMETRIC
5210019,103030806,57,01/10/2019,7,89.99,Relaxed and Casual Shirts Pink Paisley,840,USA,1,02/03/1979,PINK,SHIRTS,68,RELAXED AND CASUAL,PAISLEY
5210019,201040105,94,02/10/2019,6,129.99,Contemporary and Clean Pants White Plaid,840,USA,1,02/03/1979,WHITE,PANTS,46,CONTEMPORARY AND CLEAN,PLAID
5210019,110010905,88,03/10/2019,2,59.99,Runway Inspired Hats Yellow Plaid,840,USA,1,02/03/1979,YELLOW,HATS,31,RUNWAY INSPIRED,PLAID
5210019,201060803,57,04/10/2019,7,29.99,Contemporary and Clean sweaters Pink Geometric,840,USA,1,02/03/1979,PINK,SWEATERS,62,CONTEMPORARY AND CLEAN,GEOMETRIC
5210019,201060203,94,05/10/2019,6,89.99,Contemporary and Clean sweaters Black Geometric,840,USA,1,02/03/1979,BLACK,SWEATERS,40,CONTEMPORARY AND CLEAN,GEOMETRIC
5210019,103050205,94,06/10/2019,6,39.99,Relaxed and Casual Jackets Black Plaid,840,USA,1,02/03/1979,BLACK,JACKETS,32,RELAXED AND CASUAL,PLAID
5300016,104010805,3,07/10/2019,8,59.99,Dress to Impress Hats Pink Plaid,840,USA,0,02/03/2002,PINK,HATS,63,DRESS TO IMPRESS,PLAID
5300016,203050603,3,08/10/2019,8,99.99,Relaxed and Casual Jackets Purple Geometric,840,USA,0,02/03/2002,PURPLE,JACKETS,14,RELAXED AND CASUAL,GEOMETRIC
5300016,205020608,45,09/10/2019,4,49.99,Hispter Trend Shoes Purple Polka Dots,840,USA,0,02/03/2002,PURPLE,SHOES,71,HISPTER TREND,POLKA DOTS
5300016,202030506,90,10/10/2019,8,69.99,Utility and Basics Shirts Green Paisley,840,USA,0,02/03/2002,GREEN,SHIRTS,93,UTILITY AND BASICS,PAISLEY
5300016,103040201,5,11/10/2019,6,89.99,Relaxed and Casual Pants Black Plain,840,USA,0,02/03/2002,BLACK,PANTS,25,RELAXED AND CASUAL,PLAIN
5300016,203040108,84,12/10/2019,3,119.99,Relaxed and Casual Pants White Polka Dots,840,USA,0,02/03/2002,WHITE,PANTS,57,RELAXED AND CASUAL,POLKA DOTS
5300016,102060606,90,13/10/2019,8,109.99,Utility and Basics sweaters Purple Paisley,840,USA,0,02/03/2002,PURPLE,SWEATERS,94,UTILITY AND BASICS,PAISLEY
5300016,102030705,56,14/10/2019,4,39.99,Utility and Basics Shirts Red Plaid,840,USA,0,02/03/2002,RED,SHIRTS,48,UTILITY AND BASICS,PLAID
5300016,302060309,5,15/10/2019,6,69.99,Utility and Basics sweaters Brown Floral,840,USA,0,02/03/2002,BROWN,SWEATERS,35,UTILITY AND BASICS,FLORAL
5300016,102020705,3,16/10/2019,8,19.99,Utility and Basics Shoes Red Plaid,840,USA,0,02/03/2002,RED,SHOES,96,UTILITY AND BASICS,PLAID
5300016,202050108,33,17/10/2019,8,99.99,Utility and Basics Jackets White Polka Dots,840,USA,0,02/03/2002,WHITE,JACKETS,38,UTILITY AND BASICS,POLKA DOTS
5300016,103041007,92,18/10/2019,1,59.99,Relaxed and Casual Pants Orange Houndstooth,840,USA,0,02/03/2002,ORANGE,PANTS,38,RELAXED AND CASUAL,HOUNDSTOOTH
5300016,106040401,45,19/10/2019,4,129.99,Funky and Bold Pants Blue Plain,840,USA,0,02/03/2002,BLUE,PANTS,51,FUNKY AND BOLD,PLAIN
5300016,102040704,90,20/10/2019,8,89.99,Utility and Basics Pants Red Check,840,USA,0,02/03/2002,RED,PANTS,59,UTILITY AND BASICS,CHECK
5300016,103050405,56,21/10/2019,4,109.99,Relaxed and Casual Jackets Blue Plaid,840,USA,0,02/03/2002,BLUE,JACKETS,54,RELAXED AND CASUAL,PLAID
5300016,101040905,3,22/10/2019,8,69.99,Contemporary and Clean Pants Yellow Plaid,840,USA,0,02/03/2002,YELLOW,PANTS,89,CONTEMPORARY AND CLEAN,PLAID
5300016,104020704,90,23/10/2019,8,79.99,Dress to Impress Shoes Red Check,840,USA,0,02/03/2002,RED,SHOES,75,DRESS TO IMPRESS,CHECK
5300016,104040309,5,24/10/2019,6,89.99,Dress to Impress Pants Brown Floral,840,USA,0,02/03/2002,BROWN,PANTS,86,DRESS TO IMPRESS,FLORAL
5300016,201030208,33,25/10/2019,8,79.99,Contemporary and Clean Shirts Black Polka Dots,840,USA,0,02/03/2002,BLACK,SHIRTS,27,CONTEMPORARY AND CLEAN,POLKA DOTS
5300016,101030206,33,26/10/2019,8,99.99,Contemporary and Clean Shirts Black Paisley,840,USA,0,02/03/2002,BLACK,SHIRTS,12,CONTEMPORARY AND CLEAN,PAISLEY
5300016,102040108,33,27/10/2019,8,19.99,Utility and Basics Pants White Polka Dots,840,USA,0,02/03/2002,WHITE,PANTS,88,UTILITY AND BASICS,POLKA DOTS
5300016,103031010,84,28/10/2019,3,49.99,Relaxed and Casual Shirts Orange Animal print,840,USA,0,02/03/2002,ORANGE,SHIRTS,60,RELAXED AND CASUAL,ANIMAL PRINT
5300016,104040201,5,29/10/2019,6,69.99,Dress to Impress Pants Black Plain,840,USA,0,02/03/2002,BLACK,PANTS,68,DRESS TO IMPRESS,PLAIN
5300016,104040604,90,30/10/2019,8,119.99,Dress to Impress Pants Purple Check,840,USA,0,02/03/2002,PURPLE,PANTS,53,DRESS TO IMPRESS,CHECK
5300016,104030301,5,31/10/2019,6,129.99,Dress to Impress Shirts Brown Plain,840,USA,0,02/03/2002,BROWN,SHIRTS,9,DRESS TO IMPRESS,PLAIN
5300016,104040408,33,01/11/2019,8,169.99,Dress to Impress Pants Blue Polka Dots,840,USA,0,02/03/2002,BLUE,PANTS,33,DRESS TO IMPRESS,POLKA DOTS
5300016,203050806,3,02/11/2019,8,109.99,Relaxed and Casual Jackets Pink Paisley,840,USA,0,02/03/2002,PINK,JACKETS,63,RELAXED AND CASUAL,PAISLEY
5300016,103060706,56,03/11/2019,4,119.99,Relaxed and Casual sweaters Red Paisley,840,USA,0,02/03/2002,RED,SWEATERS,67,RELAXED AND CASUAL,PAISLEY
5300016,203050308,33,04/11/2019,8,129.99,Relaxed and Casual Jackets Brown Polka Dots,840,USA,0,02/03/2002,BROWN,JACKETS,83,RELAXED AND CASUAL,POLKA DOTS
5300016,101020107,33,05/11/2019,8,29.99,Contemporary and Clean Shoes White Houndstooth,840,USA,0,02/03/2002,WHITE,SHOES,22,CONTEMPORARY AND CLEAN,HOUNDSTOOTH
5300016,102060508,5,06/11/2019,6,39.99,Utility and Basics sweaters Green Polka Dots,840,USA,0,02/03/2002,GREEN,SWEATERS,53,UTILITY AND BASICS,POLKA DOTS
5300016,103040604,90,07/11/2019,8,119.99,Relaxed and Casual Pants Purple Check,840,USA,0,02/03/2002,PURPLE,PANTS,56,RELAXED AND CASUAL,CHECK
5300016,101030804,3,08/11/2019,8,39.99,Contemporary and Clean Shirts Pink Check,840,USA,0,02/03/2002,PINK,SHIRTS,31,CONTEMPORARY AND CLEAN,CHECK
5300016,102030307,33,09/11/2019,8,49.99,Utility and Basics Shirts Brown Houndstooth,840,USA,0,02/03/2002,BROWN,SHIRTS,61,UTILITY AND BASICS,HOUNDSTOOTH
5300016,204020507,90,10/11/2019,8,49.99,Dress to Impress Shoes Green Houndstooth,840,USA,0,02/03/2002,GREEN,SHOES,98,DRESS TO IMPRESS,HOUNDSTOOTH
5300016,104040703,3,11/11/2019,8,99.99,Dress to Impress Pants Red Geometric,840,USA,0,02/03/2002,RED,PANTS,21,DRESS TO IMPRESS,GEOMETRIC
5300016,103050809,84,12/11/2019,3,69.99,Relaxed and Casual Jackets Pink Floral,840,USA,0,02/03/2002,PINK,JACKETS,23,RELAXED AND CASUAL,FLORAL
5300016,102040705,90,13/11/2019,8,29.99,Utility and Basics Pants Red Plaid,840,USA,0,02/03/2002,RED,PANTS,31,UTILITY AND BASICS,PLAID
5300016,102040505,56,14/11/2019,4,59.99,Utility and Basics Pants Green Plaid,840,USA,0,02/03/2002,GREEN,PANTS,71,UTILITY AND BASICS,PLAID
5300016,208050601,45,15/11/2019,4,89.99,Athletic Jackets Purple Plain,840,USA,0,02/03/2002,PURPLE,JACKETS,34,ATHLETIC,PLAIN
5300016,103020705,3,16/11/2019,8,29.99,Relaxed and Casual Shoes Red Plaid,840,USA,0,02/03/2002,RED,SHOES,82,RELAXED AND CASUAL,PLAID
5300016,105060401,45,17/11/2019,4,89.99,Hispter Trend sweaters Blue Plain,840,USA,0,02/03/2002,BLUE,SWEATERS,33,HISPTER TREND,PLAIN
7200004,304040501,55,18/11/2019,4,179.99,Dress to Impress Pants Green Plain,840,USA,0,08/09/2002,GREEN,PANTS,0,DRESS TO IMPRESS,PLAIN
